ID Generation Chr Freq.Allele1 Freq.Allele2
   M1 1 1 0.308 0.69200000
   M2 1 1 0.809 0.19099998
   M3 1 1 0.722 0.27800000
   M4 1 1 0.107 0.89300000
   M5 1 1 0.091 0.90900000
   M6 1 1 0.242 0.75800000
   M7 1 1 0.906 0.09399998
   M8 1 1 0.878 0.12199998
   M9 1 1 0.222 0.77800000
  M10 1 1 0.172 0.82799999
  M11 1 1 0.906 0.09399998
  M12 1 1 0.684 0.31599998
  M13 1 1 0.464 0.53600001
  M14 1 1 0.118 0.88200000
  M15 1 1 0.600 0.39999998
  M16 1 1 0.562 0.43800002
  M17 1 1 0.875 0.12500000
  M18 1 1 0.707 0.29299998
  M19 1 1 0.750 0.25000000
  M20 1 1 0.243 0.75700000
  M21 1 1 0.153 0.84700000
  M22 1 1 0.300 0.69999999
  M23 1 1 0.301 0.69900000
  M24 1 1 0.537 0.46300000
  M25 1 1 0.123 0.87700000
  M26 1 1 0.169 0.83100000
  M27 1 1 0.218 0.78200001
  M28 1 1 0.667 0.33300000
  M29 1 1 0.513 0.48699999
  M30 1 1 0.363 0.63699999
  M31 1 1 0.453 0.54699999
  M32 1 1 0.334 0.66600001
  M33 1 1 0.552 0.44800001
  M34 1 1 0.785 0.21499997
  M35 1 1 0.484 0.51600000
  M36 1 1 0.194 0.80599999
  M37 1 1 0.298 0.70199999
  M38 1 1 0.605 0.39499998
  M39 1 1 0.643 0.35699999
  M40 1 1 0.843 0.15700001
  M41 1 1 0.681 0.31900001
  M42 1 1 0.334 0.66600001
  M43 1 1 0.349 0.65099999
  M44 1 1 0.800 0.19999999
  M45 1 1 0.224 0.77599999
  M46 1 1 0.893 0.10699999
  M47 1 1 0.710 0.29000002
  M48 1 1 0.338 0.66200000
  M49 1 1 0.400 0.59999999
  M50 1 1 0.418 0.58199999
  M51 1 1 0.415 0.58500001
  M52 1 1 0.431 0.56900001
  M53 1 1 0.109 0.89100000
  M54 1 1 0.371 0.62900001
  M55 1 1 0.926 0.07400000
  M56 1 1 0.907 0.09299999
  M57 1 1 0.393 0.60699999
  M58 1 1 0.765 0.23500001
  M59 1 1 0.247 0.75300001
  M60 1 1 0.055 0.94500000
  M61 1 1 0.623 0.37699997
  M62 1 1 0.307 0.69299999
  M63 1 1 0.338 0.66200000
  M64 1 1 0.407 0.59299999
  M65 1 1 0.686 0.31400001
  M66 1 1 0.514 0.48600000
  M67 1 1 0.627 0.37300003
  M68 1 1 0.133 0.86700000
  M69 1 1 0.564 0.43599999
  M70 1 1 0.401 0.59900001
  M71 1 1 0.395 0.60499999
  M72 1 1 0.562 0.43800002
  M73 1 1 0.729 0.27100003
  M74 1 1 0.276 0.72400001
  M75 1 1 0.853 0.14700001
  M76 1 1 0.139 0.86100000
  M77 1 1 0.827 0.17299998
  M78 1 1 0.913 0.08700001
  M79 1 1 0.371 0.62900001
  M80 1 1 0.253 0.74700001
  M81 1 1 0.173 0.82700001
  M82 1 1 0.357 0.64300001
  M83 1 1 0.494 0.50600001
  M84 1 1 0.672 0.32800001
  M85 1 1 0.487 0.51300001
  M86 1 1 0.372 0.62799999
  M87 1 1 0.432 0.56799999
  M88 1 1 0.548 0.45200002
  M89 1 1 0.258 0.74200001
  M90 1 1 0.896 0.10399997
  M91 1 1 0.090 0.91000000
  M92 1 1 0.186 0.81400000
  M93 1 1 0.327 0.67300001
  M94 1 1 0.421 0.57900000
  M95 1 1 0.658 0.34200001
  M96 1 1 0.923 0.07700002
  M97 1 1 0.260 0.74000001
  M98 1 1 0.588 0.41200000
  M99 1 1 0.287 0.71300000
 M100 1 1 0.565 0.43500000
 M101 1 1 0.086 0.91400000
 M102 1 1 0.438 0.56200001
 M103 1 1 0.315 0.68500000
 M104 1 1 0.635 0.36500001
 M105 1 1 0.540 0.45999998
 M106 1 1 0.248 0.75200000
 M107 1 1 0.786 0.21399999
 M108 1 1 0.241 0.75900000
 M109 1 1 0.180 0.81999999
 M110 1 1 0.483 0.51699999
 M111 1 1 0.197 0.80300000
 M112 1 1 0.344 0.65599999
 M113 1 1 0.590 0.41000003
 M114 1 1 0.420 0.58000001
 M115 1 1 0.345 0.65500000
 M116 1 1 0.464 0.53600001
 M117 1 1 0.290 0.71000001
 M118 1 1 0.538 0.46200001
 M119 1 1 0.823 0.17699999
 M120 1 1 0.311 0.68900001
 M121 1 1 0.691 0.30900002
 M122 1 1 0.599 0.40100002
 M123 1 1 0.515 0.48500001
 M124 1 1 0.916 0.08399999
 M125 1 1 0.677 0.32300001
 M126 1 1 0.493 0.50700000
 M127 1 1 0.945 0.05500001
 M128 1 1 0.080 0.92000000
 M129 1 1 0.203 0.79700001
 M130 1 1 0.676 0.32400000
 M131 1 1 0.060 0.94000000
 M132 1 1 0.526 0.47399998
 M133 1 1 0.905 0.09500003
 M134 1 1 0.656 0.34399998
 M135 1 1 0.411 0.58899999
 M136 1 1 0.490 0.50999999
 M137 1 1 0.319 0.68099999
 M138 1 1 0.605 0.39499998
 M139 1 1 0.567 0.43300003
 M140 1 1 0.315 0.68500000
 M141 1 1 0.852 0.14800000
 M142 1 1 0.385 0.61500001
 M143 1 1 0.508 0.49199998
 M144 1 1 0.632 0.36799997
 M145 1 1 0.895 0.10500002
 M146 1 1 0.573 0.42699999
 M147 1 1 0.504 0.49599999
 M148 1 1 0.680 0.31999999
 M149 1 1 0.779 0.22100002
 M150 1 1 0.571 0.42900002
 M151 1 1 0.702 0.29799998
 M152 1 1 0.082 0.91800000
 M153 1 1 0.155 0.84500000
 M154 1 1 0.129 0.87100001
 M155 1 1 0.174 0.82600001
 M156 1 1 0.767 0.23299998
 M157 1 1 0.899 0.10100001
 M158 1 1 0.762 0.23799998
 M159 1 1 0.488 0.51199999
 M160 1 1 0.188 0.81200001
 M161 1 1 0.216 0.78399999
 M162 1 1 0.709 0.29100001
 M163 1 1 0.916 0.08399999
 M164 1 1 0.118 0.88200000
 M165 1 1 0.833 0.16700000
 M166 1 1 0.120 0.88000000
 M167 1 1 0.463 0.53700000
 M168 1 1 0.691 0.30900002
 M169 1 1 0.195 0.80500001
 M170 1 1 0.460 0.53999999
 M171 1 1 0.363 0.63699999
 M172 1 1 0.309 0.69100001
 M173 1 1 0.099 0.90100000
 M174 1 1 0.941 0.05900002
 M175 1 1 0.193 0.80700000
 M176 1 1 0.359 0.64100000
 M177 1 1 0.713 0.28700000
 M178 1 1 0.055 0.94500000
 M179 1 1 0.833 0.16700000
 M180 1 1 0.711 0.28899997
 M181 1 1 0.575 0.42500001
 M182 1 1 0.249 0.75100000
 M183 1 1 0.626 0.37400001
 M184 1 1 0.207 0.79300000
 M185 1 1 0.374 0.62599999
 M186 1 1 0.368 0.63200000
 M187 1 1 0.120 0.88000000
 M188 1 1 0.525 0.47500002
 M189 1 1 0.567 0.43300003
 M190 1 1 0.815 0.18500000
 M191 1 1 0.721 0.27899998
 M192 1 1 0.879 0.12099999
 M193 1 1 0.640 0.36000001
 M194 1 1 0.241 0.75900000
 M195 1 1 0.291 0.70899999
 M196 1 1 0.459 0.54100001
 M197 1 1 0.062 0.93800000
 M198 1 1 0.480 0.52000001
 M199 1 1 0.303 0.69700000
 M200 1 1 0.215 0.78500000
 M201 1 1 0.625 0.37500000
 M202 1 1 0.757 0.24299997
 M203 1 1 0.260 0.74000001
 M204 1 1 0.656 0.34399998
 M205 1 1 0.636 0.36400002
 M206 1 1 0.251 0.74900001
 M207 1 1 0.461 0.53900000
 M208 1 1 0.694 0.30599999
 M209 1 1 0.545 0.45499998
 M210 1 1 0.251 0.74900001
 M211 1 1 0.455 0.54499999
 M212 1 1 0.490 0.50999999
 M213 1 1 0.536 0.46399999
 M214 1 1 0.581 0.41900003
 M215 1 1 0.083 0.91700000
 M216 1 1 0.582 0.41799998
 M217 1 1 0.342 0.65799999
 M218 1 1 0.362 0.63800001
 M219 1 1 0.771 0.22899997
 M220 1 1 0.098 0.90200000
 M221 1 1 0.721 0.27899998
 M222 1 1 0.074 0.92600000
 M223 1 1 0.785 0.21499997
 M224 1 1 0.445 0.55500001
 M225 1 1 0.223 0.77700000
 M226 1 1 0.417 0.58300000
 M227 1 1 0.334 0.66600001
 M228 1 1 0.420 0.58000001
 M229 1 1 0.511 0.48900002
 M230 1 1 0.364 0.63600001
 M231 1 1 0.110 0.89000000
 M232 1 1 0.313 0.68700001
 M233 1 1 0.209 0.79099999
 M234 1 1 0.367 0.63299999
 M235 1 1 0.380 0.62000000
 M236 1 1 0.105 0.89500000
 M237 1 1 0.814 0.18599999
 M238 1 1 0.353 0.64700001
 M239 1 1 0.502 0.49800003
 M240 1 1 0.842 0.15799999
 M241 1 1 0.739 0.26099998
 M242 1 1 0.618 0.38200003
 M243 1 1 0.362 0.63800001
 M244 1 1 0.297 0.70300001
 M245 1 1 0.881 0.11900002
 M246 1 1 0.062 0.93800000
 M247 1 1 0.892 0.10799998
 M248 1 1 0.795 0.20499998
 M249 1 1 0.830 0.17000002
 M250 1 1 0.515 0.48500001
 M251 1 1 0.500 0.50000000
 M252 1 1 0.903 0.09700000
 M253 1 1 0.862 0.13800001
 M254 1 1 0.190 0.81000000
 M255 1 1 0.825 0.17500001
 M256 1 1 0.853 0.14700001
 M257 1 1 0.212 0.78800000
 M258 1 1 0.370 0.63000000
 M259 1 1 0.837 0.16299999
 M260 1 1 0.808 0.19199997
 M261 1 1 0.220 0.78000000
 M262 1 1 0.724 0.27600002
 M263 1 1 0.469 0.53099999
